##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	Gene Ontology	GO:0003918	1	14	0.81637675782	0.999997412981	Barthea44362	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003918
chloroplastic endopeptidase Clp complex	Gene Ontology	GO:0009840	1	14	0.81637675782	0.999997412981	Barthea19654	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009840
ribonuclease P activity	Gene Ontology	GO:0004526	1	14	0.81637675782	0.999997412981	Barthea17063	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004526
Pwp2p-containing subcomplex of 90S preribosome	Gene Ontology	GO:0034388	1	14	0.81637675782	0.999997412981	Barthea10213	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034388
endopeptidase Clp complex	Gene Ontology	GO:0009368	1	14	0.81637675782	0.999997412981	Barthea19654	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009368
protein polymerization	Gene Ontology	GO:0051258	1	14	0.81637675782	0.999997412981	Barthea01700	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051258
RNA 7-methylguanosine cap binding	Gene Ontology	GO:0000340	1	14	0.81637675782	0.999997412981	Barthea17683	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000340
DNA damage checkpoint	Gene Ontology	GO:0000077	1	14	0.81637675782	0.999997412981	Barthea46334	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000077
mRNA 3'-end processing	Gene Ontology	GO:0031124	1	14	0.81637675782	0.999997412981	Barthea12249	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031124
posttranslational protein targeting to membrane, translocation	Gene Ontology	GO:0031204	1	14	0.81637675782	0.999997412981	Barthea15966	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031204
negative regulation of lateral root development	Gene Ontology	GO:1901332	1	14	0.81637675782	0.999997412981	Barthea28862	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901332
signal recognition particle, endoplasmic reticulum targeting	Gene Ontology	GO:0005786	1	14	0.81637675782	0.999997412981	Barthea41101	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005786
cuticle hydrocarbon biosynthetic process	Gene Ontology	GO:0006723	1	14	0.81637675782	0.999997412981	Barthea29998	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006723
cellular zinc ion homeostasis	Gene Ontology	GO:0006882	1	14	0.81637675782	0.999997412981	Barthea38376	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006882
NADH metabolic process	Gene Ontology	GO:0006734	1	14	0.81637675782	0.999997412981	Barthea20785	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006734
transferase activity, transferring glycosyl groups	Gene Ontology	GO:0016757	77	712	0.816603104711	0.999997412981	Barthea35199|Barthea34958|Barthea18698|Barthea14006|Barthea36533|Barthea20859|Barthea24175|Barthea24174|Barthea36372|Barthea27685|Barthea39575|Barthea21964|Barthea37066|Barthea46340|Barthea46089|Barthea15888|Barthea25970|Barthea13408|Barthea19694|Barthea28916|Barthea08216|Barthea37917|Barthea12107|Barthea46370|Barthea11874|Barthea11933|Barthea09323|Barthea25072|Barthea25071|Barthea29221|Barthea46248|Barthea28956|Barthea17778|Barthea15503|Barthea15966|Barthea44764|Barthea19301|Barthea17783|Barthea16391|Barthea05520|Barthea13847|Barthea07564|Barthea36471|Barthea40667|Barthea02319|Barthea31698|Barthea08800|Barthea19124|Barthea42468|Barthea08977|Barthea26988|Barthea03365|Barthea10148|Barthea46409|Barthea46191|Barthea29399|Barthea19408|Barthea22912|Barthea07420|Barthea43575|Barthea29338|Barthea11947|Barthea22817|Barthea29254|Barthea37790|Barthea35786|Barthea31586|Barthea42533|Barthea22895|Barthea01792|Barthea17075|Barthea19768|Barthea01777|Barthea44219|Barthea09343|Barthea41236|Barthea23029	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016757
innate immune response	Gene Ontology	GO:0045087	11	117	0.816986686011	0.999997412981	Barthea25183|Barthea28733|Barthea44695|Barthea37997|Barthea22336|Barthea02084|Barthea20351|Barthea02006|Barthea44426|Barthea24772|Barthea43136	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045087
SNARE binding	Gene Ontology	GO:0000149	8	88	0.817347697756	0.999997412981	Barthea16534|Barthea41270|Barthea21374|Barthea07591|Barthea17262|Barthea14521|Barthea01764|Barthea12630	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000149
mitochondrial respiratory chain complex I	Gene Ontology	GO:0005747	9	98	0.819385576161	0.999997412981	Barthea14752|Barthea09023|Barthea41332|Barthea22169|Barthea33892|Barthea26126|Barthea17883|Barthea34860|Barthea21889	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005747
regulation of response to osmotic stress	Gene Ontology	GO:0047484	4	48	0.820327916034	0.999997412981	Barthea28513|Barthea08988|Barthea46140|Barthea33471	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0047484
lyase activity	Gene Ontology	GO:0016829	4	48	0.820327916034	0.999997412981	Barthea24135|Barthea28829|Barthea16420|Barthea22881	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016829
ATPase activity	Gene Ontology	GO:0016887	61	573	0.824809272392	0.999997412981	Barthea01263|Barthea15070|Barthea10223|Barthea44103|Barthea39557|Barthea13634|Barthea13716|Barthea01918|Barthea13981|Barthea12460|Barthea44257|Barthea41178|Barthea19428|Barthea07617|Barthea14823|Barthea41497|Barthea13158|Barthea41495|Barthea17771|Barthea21326|Barthea44582|Barthea37927|Barthea44884|Barthea36678|Barthea20902|Barthea21117|Barthea22304|Barthea24220|Barthea21134|Barthea35347|Barthea38471|Barthea43375|Barthea10312|Barthea35301|Barthea44099|Barthea35187|Barthea01780|Barthea38558|Barthea21107|Barthea25967|Barthea46378|Barthea24108|Barthea46377|Barthea45298|Barthea18778|Barthea40555|Barthea27108|Barthea41505|Barthea21030|Barthea19418|Barthea21125|Barthea25308|Barthea31881|Barthea21140|Barthea02121|Barthea08641|Barthea22568|Barthea24389|Barthea13738|Barthea11145|Barthea25307	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016887
xylem and phloem pattern formation	Gene Ontology	GO:0010051	7	79	0.825192011789	0.999997412981	Barthea29233|Barthea43885|Barthea20884|Barthea29413|Barthea36561|Barthea28803|Barthea36565	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010051
chaperone binding	Gene Ontology	GO:0051087	5	59	0.827229909173	0.999997412981	Barthea35411|Barthea23200|Barthea41887|Barthea14838|Barthea30043	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051087
mRNA transcription	Gene Ontology	GO:0009299	3	38	0.828438639232	0.999997412981	Barthea37445|Barthea31405|Barthea11688	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009299
positive regulation of growth	Gene Ontology	GO:0045927	3	38	0.828438639232	0.999997412981	Barthea29340|Barthea40005|Barthea36900	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045927
sphingolipid biosynthetic process	Gene Ontology	GO:0030148	3	38	0.828438639232	0.999997412981	Barthea11629|Barthea21184|Barthea09910	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030148
Group II intron splicing	Gene Ontology	GO:0000373	3	38	0.828438639232	0.999997412981	Barthea03943|Barthea13954|Barthea41453	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000373
kinesin complex	Gene Ontology	GO:0005871	3	38	0.828438639232	0.999997412981	Barthea41178|Barthea13738|Barthea13716	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005871
anther wall tapetum development	Gene Ontology	GO:0048658	2	27	0.831311662564	0.999997412981	Barthea15997|Barthea36933	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048658
terpenoid biosynthetic process	Gene Ontology	GO:0016114	2	27	0.831311662564	0.999997412981	Barthea07323|Barthea21056	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016114
thiamine pyrophosphate binding	Gene Ontology	GO:0030976	2	27	0.831311662564	0.999997412981	Barthea08586|Barthea09280	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030976
cellular response to cytokinin stimulus	Gene Ontology	GO:0071368	2	27	0.831311662564	0.999997412981	Barthea08159|Barthea37695	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071368
sphingolipid metabolic process	Gene Ontology	GO:0006665	2	27	0.831311662564	0.999997412981	Barthea15751|Barthea09910	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006665
response to insect	Gene Ontology	GO:0009625	4	49	0.83167853942	0.999997412981	Barthea25339|Barthea28513|Barthea46140|Barthea36238	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009625
multicellular organism development	Gene Ontology	GO:0007275	8	90	0.83440444913	0.999997412981	Barthea09749|Barthea22755|Barthea22503|Barthea27667|Barthea07832|Barthea14255|Barthea39381|Barthea07829	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007275
exocyst	Gene Ontology	GO:0000145	6	70	0.834832408138	0.999997412981	Barthea27307|Barthea39534|Barthea19711|Barthea24329|Barthea00299|Barthea25148	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000145
chromatin	Gene Ontology	GO:0000785	6	70	0.834832408138	0.999997412981	Barthea29177|Barthea10434|Barthea18771|Barthea28449|Barthea44587|Barthea44723	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000785
phosphorelay response regulator activity	Gene Ontology	GO:0000156	6	70	0.834832408138	0.999997412981	Barthea08159|Barthea36472|Barthea39601|Barthea13170|Barthea45655|Barthea24505	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000156
late endosome	Gene Ontology	GO:0005770	6	70	0.834832408138	0.999997412981	Barthea16534|Barthea10327|Barthea00355|Barthea33489|Barthea46136|Barthea42816	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005770
nuclear speck	Gene Ontology	GO:0016607	9	100	0.835502373354	0.999997412981	Barthea19144|Barthea12297|Barthea34818|Barthea24098|Barthea36900|Barthea39567|Barthea34892|Barthea20771|Barthea25007	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016607
phyllome development	Gene Ontology	GO:0048827	1	15	0.835998719738	0.999997412981	Barthea19430	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048827
granum assembly	Gene Ontology	GO:0090391	1	15	0.835998719738	0.999997412981	Barthea23710	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090391
response to gravity	Gene Ontology	GO:0009629	1	15	0.835998719738	0.999997412981	Barthea13806	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009629
nuclear pore central transport channel	Gene Ontology	GO:0044613	1	15	0.835998719738	0.999997412981	Barthea10257	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044613
indolebutyric acid metabolic process	Gene Ontology	GO:0080024	1	15	0.835998719738	0.999997412981	Barthea11874	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080024
sinapyl alcohol dehydrogenase activity	Gene Ontology	GO:0052747	1	15	0.835998719738	0.999997412981	Barthea25324	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0052747
anion channel activity	Gene Ontology	GO:0005253	1	15	0.835998719738	0.999997412981	Barthea26745	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005253
DNA demethylation	Gene Ontology	GO:0080111	1	15	0.835998719738	0.999997412981	Barthea07821	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080111
ADP-ribose diphosphatase activity	Gene Ontology	GO:0047631	1	15	0.835998719738	0.999997412981	Barthea27095	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0047631
mucilage biosynthetic process	Gene Ontology	GO:0010192	1	15	0.835998719738	0.999997412981	Barthea05520	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010192
NAD biosynthetic process	Gene Ontology	GO:0009435	1	15	0.835998719738	0.999997412981	Barthea40799	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009435
S-adenosylmethionine biosynthetic process	Gene Ontology	GO:0006556	1	15	0.835998719738	0.999997412981	Barthea12987	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006556
starch binding	Gene Ontology	GO:2001070	1	15	0.835998719738	0.999997412981	Barthea29257	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2001070
CCAAT-binding factor complex	Gene Ontology	GO:0016602	1	15	0.835998719738	0.999997412981	Barthea17265	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016602
cellular response to sucrose stimulus	Gene Ontology	GO:0071329	1	15	0.835998719738	0.999997412981	Barthea32820	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071329
translation release factor activity, codon specific	Gene Ontology	GO:0016149	1	15	0.835998719738	0.999997412981	Barthea17575	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016149
export from cell	Gene Ontology	GO:0140352	1	15	0.835998719738	0.999997412981	Barthea01918	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0140352
formation of plant organ boundary	Gene Ontology	GO:0090691	1	15	0.835998719738	0.999997412981	Barthea37927	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090691
NAD+ diphosphatase activity	Gene Ontology	GO:0000210	1	15	0.835998719738	0.999997412981	Barthea27095	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000210
superoxide dismutase activity	Gene Ontology	GO:0004784	1	15	0.835998719738	0.999997412981	Barthea21523	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004784
transcription factor TFIIH holo complex	Gene Ontology	GO:0005675	1	15	0.835998719738	0.999997412981	Barthea21846	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005675
methionine adenosyltransferase activity	Gene Ontology	GO:0004478	1	15	0.835998719738	0.999997412981	Barthea12987	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004478
protein localization involved in auxin polar transport	Gene Ontology	GO:1901703	1	15	0.835998719738	0.999997412981	Barthea29807	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901703
RNA polymerase II transcription factor binding	Gene Ontology	GO:0001085	1	15	0.835998719738	0.999997412981	Barthea30835	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001085
Golgi transport complex	Gene Ontology	GO:0017119	1	15	0.835998719738	0.999997412981	Barthea46136	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0017119
mRNA cap binding complex	Gene Ontology	GO:0005845	1	15	0.835998719738	0.999997412981	Barthea17683	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005845
HOPS complex	Gene Ontology	GO:0030897	1	15	0.835998719738	0.999997412981	Barthea42882	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030897
glutathione-disulfide reductase activity	Gene Ontology	GO:0004362	1	15	0.835998719738	0.999997412981	Barthea37734	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004362
dTDP-glucose 4,6-dehydratase activity	Gene Ontology	GO:0008460	1	15	0.835998719738	0.999997412981	Barthea26600	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008460
respiratory electron transport chain	Gene Ontology	GO:0022904	1	15	0.835998719738	0.999997412981	Barthea26126	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022904
regulation of cell wall organization or biogenesis	Gene Ontology	GO:1903338	1	15	0.835998719738	0.999997412981	Barthea29850	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903338
spermine biosynthetic process	Gene Ontology	GO:0006597	1	15	0.835998719738	0.999997412981	Barthea36407	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006597
protein methyltransferase activity	Gene Ontology	GO:0008276	1	15	0.835998719738	0.999997412981	Barthea43042	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008276
regulation of peroxisome size	Gene Ontology	GO:0044375	1	15	0.835998719738	0.999997412981	Barthea18358	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044375
protein C-terminus binding	Gene Ontology	GO:0008022	1	15	0.835998719738	0.999997412981	Barthea07552	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008022
UDP-galactosyltransferase activity	Gene Ontology	GO:0035250	1	15	0.835998719738	0.999997412981	Barthea08800	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0035250
cellular response to oxidative stress	Gene Ontology	GO:0034599	5	60	0.837290605754	0.999997412981	Barthea37734|Barthea42896|Barthea17503|Barthea22218|Barthea40011	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034599
protein histidine kinase activity	Gene Ontology	GO:0004673	3	39	0.840639363309	0.999997412981	Barthea32820|Barthea11676|Barthea31757	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004673
plastid chromosome	Gene Ontology	GO:0009508	3	39	0.840639363309	0.999997412981	Barthea27134|Barthea08642|Barthea24479	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009508
production of siRNA involved in RNA interference	Gene Ontology	GO:0030422	3	39	0.840639363309	0.999997412981	Barthea21077|Barthea22625|Barthea08606	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030422
mitochondrial fission	Gene Ontology	GO:0000266	3	39	0.840639363309	0.999997412981	Barthea18358|Barthea20884|Barthea33622	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000266
flavonol biosynthetic process	Gene Ontology	GO:0051555	4	50	0.842424482413	0.999997412981	Barthea41070|Barthea13620|Barthea07517|Barthea37521	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051555
negative gravitropism	Gene Ontology	GO:0009959	4	50	0.842424482413	0.999997412981	Barthea16534|Barthea09457|Barthea36583|Barthea39658	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009959
vesicle docking	Gene Ontology	GO:0048278	4	50	0.842424482413	0.999997412981	Barthea16534|Barthea21374|Barthea07591|Barthea17262	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048278
intracellular protein transport	Gene Ontology	GO:0006886	36	354	0.845120891343	0.999997412981	Barthea16534|Barthea26306|Barthea42882|Barthea21374|Barthea41302|Barthea07591|Barthea23710|Barthea38054|Barthea32997|Barthea44842|Barthea46308|Barthea41270|Barthea41715|Barthea41770|Barthea35059|Barthea19304|Barthea01764|Barthea24757|Barthea10129|Barthea31924|Barthea25332|Barthea06121|Barthea10235|Barthea43374|Barthea07542|Barthea00355|Barthea05181|Barthea17262|Barthea05819|Barthea31535|Barthea03325|Barthea36396|Barthea33552|Barthea11926|Barthea03977|Barthea40341	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006886
protein tag	Gene Ontology	GO:0031386	2	28	0.845307127491	0.999997412981	Barthea23839|Barthea39561	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031386
radial pattern formation	Gene Ontology	GO:0009956	2	28	0.845307127491	0.999997412981	Barthea41075|Barthea38274	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009956
DNA replication factor C complex	Gene Ontology	GO:0005663	2	28	0.845307127491	0.999997412981	Barthea30223|Barthea45911	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005663
integument development	Gene Ontology	GO:0080060	2	28	0.845307127491	0.999997412981	Barthea29042|Barthea44709	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080060
catalytic activity	Gene Ontology	GO:0003824	11	121	0.846010670465	0.999997412981	Barthea41834|Barthea38841|Barthea00287|Barthea25443|Barthea26976|Barthea08610|Barthea29382|Barthea29517|Barthea19569|Barthea44573|Barthea06336	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003824
transmembrane transporter activity	Gene Ontology	GO:0022857	50	481	0.846631009033	0.999997412981	Barthea23215|Barthea13429|Barthea22690|Barthea10225|Barthea02167|Barthea27110|Barthea22969|Barthea12460|Barthea10016|Barthea34705|Barthea10025|Barthea11971|Barthea10312|Barthea05316|Barthea12115|Barthea27795|Barthea01893|Barthea42930|Barthea27716|Barthea05957|Barthea42816|Barthea27108|Barthea17201|Barthea41161|Barthea03894|Barthea09560|Barthea25886|Barthea17349|Barthea09086|Barthea36261|Barthea35309|Barthea19596|Barthea21468|Barthea24108|Barthea19786|Barthea21378|Barthea29250|Barthea40555|Barthea46133|Barthea07724|Barthea30451|Barthea24220|Barthea24416|Barthea24415|Barthea08137|Barthea39546|Barthea09345|Barthea44317|Barthea32112|Barthea25434	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022857
ribosome binding	Gene Ontology	GO:0043022	5	61	0.846865358664	0.999997412981	Barthea38495|Barthea20707|Barthea31926|Barthea12144|Barthea44130	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043022
chromatin organization	Gene Ontology	GO:0006325	5	61	0.846865358664	0.999997412981	Barthea17432|Barthea20894|Barthea42745|Barthea02577|Barthea46253	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006325
Golgi trans cisterna	Gene Ontology	GO:0000138	20	207	0.847465369173	0.999997412981	Barthea08200|Barthea34468|Barthea37819|Barthea46296|Barthea15966|Barthea25504|Barthea11816|Barthea21100|Barthea39624|Barthea22638|Barthea46295|Barthea01792|Barthea26600|Barthea19596|Barthea19497|Barthea22817|Barthea19694|Barthea21069|Barthea20779|Barthea27063	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000138
phosphatidylinositol binding	Gene Ontology	GO:0035091	8	92	0.85018408371	0.999997412981	Barthea24666|Barthea41263|Barthea39850|Barthea19632|Barthea33291|Barthea18358|Barthea33414|Barthea07508	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0035091
mitochondrial mRNA modification	Gene Ontology	GO:0080156	3	40	0.852081198574	0.999997412981	Barthea17216|Barthea17389|Barthea41050	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080156
peptidase activity	Gene Ontology	GO:0008233	3	40	0.852081198574	0.999997412981	Barthea38612|Barthea36924|Barthea22123	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008233
DNA-directed 5'-3' RNA polymerase activity	Gene Ontology	GO:0003899	6	72	0.852465151254	0.999997412981	Barthea27004|Barthea07700|Barthea08901|Barthea20659|Barthea35612|Barthea36722	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003899
chromatin silencing	Gene Ontology	GO:0006342	4	51	0.852586640635	0.999997412981	Barthea21077|Barthea44692|Barthea20894|Barthea31713	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006342
cellular response to DNA damage stimulus	Gene Ontology	GO:0006974	11	122	0.852676962445	0.999997412981	Barthea20957|Barthea20955|Barthea21003|Barthea21026|Barthea32801|Barthea25239|Barthea25238|Barthea46102|Barthea29751|Barthea14455|Barthea22966	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006974
male gamete generation	Gene Ontology	GO:0048232	1	16	0.853524256987	0.999997412981	Barthea38488	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048232
ribosomal subunit export from nucleus	Gene Ontology	GO:0000054	1	16	0.853524256987	0.999997412981	Barthea24220	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000054
regulation of anion channel activity	Gene Ontology	GO:0010359	1	16	0.853524256987	0.999997412981	Barthea17481	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010359
phosphatidic acid binding	Gene Ontology	GO:0070300	1	16	0.853524256987	0.999997412981	Barthea41107	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070300
potassium:sodium symporter activity	Gene Ontology	GO:0009674	1	16	0.853524256987	0.999997412981	Barthea05275	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009674
TORC1 complex	Gene Ontology	GO:0031931	1	16	0.853524256987	0.999997412981	Barthea36997	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031931
sodium ion import across plasma membrane	Gene Ontology	GO:0098719	1	16	0.853524256987	0.999997412981	Barthea09646	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0098719
histidine biosynthetic process	Gene Ontology	GO:0000105	1	16	0.853524256987	0.999997412981	Barthea17604	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000105
exon-exon junction complex	Gene Ontology	GO:0035145	1	16	0.853524256987	0.999997412981	Barthea29065	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0035145
anisotropic cell growth	Gene Ontology	GO:0051211	1	16	0.853524256987	0.999997412981	Barthea17326	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051211
7S RNA binding	Gene Ontology	GO:0008312	1	16	0.853524256987	0.999997412981	Barthea41101	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008312
positive regulation of mitotic metaphase/anaphase transition	Gene Ontology	GO:0045842	1	16	0.853524256987	0.999997412981	Barthea16840	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045842
mitochondrial electron transport, NADH to ubiquinone	Gene Ontology	GO:0006120	1	16	0.853524256987	0.999997412981	Barthea21889	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006120
UBC13-MMS2 complex	Gene Ontology	GO:0031372	1	16	0.853524256987	0.999997412981	Barthea27841	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031372
farnesyltranstransferase activity	Gene Ontology	GO:0004311	1	16	0.853524256987	0.999997412981	Barthea12330	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004311
plant organ formation	Gene Ontology	GO:1905393	1	16	0.853524256987	0.999997412981	Barthea34668	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1905393
sodium ion transmembrane transporter activity	Gene Ontology	GO:0015081	1	16	0.853524256987	0.999997412981	Barthea35438	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015081
response to iron ion starvation	Gene Ontology	GO:1990641	1	16	0.853524256987	0.999997412981	Barthea44603	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1990641
NAD(P)H dehydrogenase (quinone) activity	Gene Ontology	GO:0003955	1	16	0.853524256987	0.999997412981	Barthea36234	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003955
mitotic recombination	Gene Ontology	GO:0006312	1	16	0.853524256987	0.999997412981	Barthea13475	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006312
phosphatidylinositol-3-phosphate binding	Gene Ontology	GO:0032266	1	16	0.853524256987	0.999997412981	Barthea41655	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032266
cinnamyl-alcohol dehydrogenase activity	Gene Ontology	GO:0045551	1	16	0.853524256987	0.999997412981	Barthea25324	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045551
purine nucleotide biosynthetic process	Gene Ontology	GO:0006164	1	16	0.853524256987	0.999997412981	Barthea12303	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006164
