			Million years bins:
Rname	Rclass	Rfam	[0;0.3[	[0.3;0.6[	[0.6;0.9[	[0.9;1.2[	[1.2;1.5[	[1.5;1.8[	[1.8;2.1[	[2.1;2.4[	[2.4;2.7[	[2.7;3[	[3;3.3[	[3.3;3.6[	[3.6;3.9[	[3.9;4.2[	[4.2;4.5[	[4.5;4.8[	[4.8;5.1[	[5.1;5.4[	[5.4;5.7[	[5.7;6[	[6;6.3[	[6.3;6.6[	[6.6;6.9[	[6.9;7.2[	[7.2;7.5[	[7.5;7.8[	[7.8;8.1[	[8.1;8.4[	[8.4;8.7[	[8.7;9[	[9;9.3[	[9.3;9.6[	[9.6;9.9[	[9.9;10.2[	[10.2;10.5[	[10.5;10.8[	[10.8;11.1[	[11.1;11.4[	[11.4;11.7[	[11.7;12[	[12;12.3[	[12.3;12.6[	[12.6;12.9[	[12.9;13.2[	[13.2;13.5[	[13.5;13.8[	[13.8;14.1[	[14.1;14.4[	[14.4;14.7[	[14.7;15[	[15;15.3[	[15.3;15.6[	[15.6;15.9[	[15.9;16.2[	[16.2;16.5[	[16.5;16.8[	[16.8;17.1[	[17.1;17.4[	[17.4;17.7[	[17.7;18[	[18;18.3[	[18.3;18.6[	[18.6;18.9[	[18.9;19.2[	[19.2;19.5[	[19.5;19.8[	[19.8;20.1[	[20.1;20.4[	[20.4;20.7[	[20.7;21[	[21;21.3[	[21.3;21.6[	[21.6;21.9[	[21.9;22.2[	[22.2;22.5[	[22.5;22.8[	[22.8;23.1[	[23.1;23.4[	[23.4;23.7[	[23.7;24[	[24;24.3[	[24.3;24.6[	[24.6;24.9[	[24.9;25.2[	[25.2;25.5[	[25.5;25.8[	[25.8;26.1[	[26.1;26.4[	[26.4;26.7[	[26.7;27[	[27;27.3[	[27.3;27.6[	[27.6;27.9[	[27.9;28.2[	[28.2;28.5[	[28.5;28.8[	[28.8;29.1[	[29.1;29.4[	[29.4;29.7[	[29.7;30[
TE_00000070	Unknown	Unknown	0	0	747	0	2296	2896	1259	3884	2454	3963	1341	1771	1961	1591	1572	998	1190	910	1357	964	519	311	715	81	0	407	282	647	409	0	0	123	111	175	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000348	DNA	Helitron	5416	284	108	0	198	221	244	114	439	861	1560	554	883	715	631	2323	1091	508	884	171	451	303	485	0	202	484	395	334	319	765	205	666	96	103	467	190	140	127	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000441	DNA	DTM	277	869	0	0	0	0	37	155	210	108	0	127	0	170	0	283	64	107	22	72	49	0	63	107	15	0	113	1	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000837_INT	LTR	Gypsy	6378	4880	16787	24074	7155	0	0	0	0	0	6051	1879	2103	591	226	319	31	56	150	113	0	120	298	405	471	174	609	1146	1252	879	610	655	597	85	98	0	108	1094	848	218	229	1191	388	0	1021	0	0	853	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000856	MITE	DTM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000263	Unknown	Unknown	8544	653	1137	413	1161	0	0	165	503	122	1666	682	376	199	628	483	503	221	0	176	214	63	160	163	289	122	359	404	194	574	86	330	376	259	777	501	397	556	270	336	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000699_INT	LTR	Copia	2639	319	106	289	1302	46	1634	831	886	441	609	1005	901	303	123	267	376	225	315	347	0	0	63	111	23	76	0	101	0	313	117	0	76	164	122	31	99	0	126	99	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001040	DNA	DTM	3099	0	0	0	0	0	0	49	0	42	0	0	1879	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	401	0	81	657	57	18	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000220	Unknown	Unknown	0	0	153	0	0	180	79	90	260	82	162	500	91	68	181	165	92	0	443	0	83	150	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000268	Unknown	Unknown	3689	1847	0	0	0	0	0	715	0	0	0	57	0	0	435	0	40	0	0	258	131	646	1240	1349	1695	1136	1112	587	331	109	666	94	44	270	328	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000777	MITE	DTM	334	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000392_INT	LTR	Gypsy	930	0	0	0	0	0	591	0	48	301	311	0	0	0	0	0	0	51	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000853_INT	LTR	Gypsy	4601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2691	4608	0	0	0	0	0	0	0	1593	0	0	0	0	0	9220	971	0	5463	1	1036	3312	0	2566	0	1226	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000554_LTR	LTR	Gypsy	313	0	0	0	0	0	0	0	0	295	0	0	0	0	302	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000266	Unknown	Unknown	0	503	740	723	1975	2548	488	892	309	0	470	105	0	0	88	0	0	0	0	0	0	115	188	168	0	173	361	0	144	144	0	0	0	0	484	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000458	DNA	DTM	530	349	55	76	0	655	353	0	349	0	0	327	0	0	0	92	138	71	152	0	8	88	291	188	10	167	381	175	110	503	401	108	222	430	345	76	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000180	LTR	unknown	0	0	0	0	0	749	39	486	0	200	0	0	89	422	594	0	406	0	670	529	614	343	537	0	663	108	249	722	352	121	0	438	107	0	937	137	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000431	DNA	DTM	1218	0	0	575	0	0	0	517	61	59	120	0	137	0	635	35	31	0	108	101	24	400	0	0	15	0	0	0	0	0	0	0	0	26	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000690	DNA	DTM	2276	0	0	0	0	0	0	4327	511	762	762	486	0	96	119	2856	6814	2010	1707	1689	1674	2086	3661	1822	2418	1041	3247	1326	1683	4589	1557	2223	4114	3785	3473	2629	4390	4713	4141	1064	1020	381	724	405	0	0	78	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000705_LTR	LTR	Gypsy	477	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	167	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000662_INT	LTR	Gypsy	10928	4870	1706	3086	620	1113	2323	139	0	346	293	252	313	660	680	1291	1218	2288	4368	3986	1053	1224	1463	586	968	2280	3488	2510	1660	1264	1794	1024	2552	2062	697	536	876	105	0	187	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000338	DNA	Helitron	6686	0	554	0	139	0	62	2784	2332	641	928	34	0	0	0	358	100	98	0	45	96	0	16	121	336	126	206	307	279	25	290	310	44	45	183	0	268	0	0	110	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000470	DNA	DTM	1530	0	0	0	0	0	0	0	0	0	0	0	156	495	0	0	145	0	0	0	93	0	0	0	0	169	0	137	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000875_INT	LTR	Copia	127	0	0	72	448	0	112	0	719	0	274	0	600	0	0	0	0	0	23	0	69	0	184	0	23	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000295	Unknown	Unknown	105	0	0	108	0	192	0	3057	2777	465	1288	396	515	0	0	240	0	2387	186	1293	922	997	201	723	0	224	309	533	323	0	676	0	217	69	261	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001019	DNA	DTM	662	0	0	0	0	0	0	514	0	207	0	0	0	0	0	41	73	0	143	146	164	428	328	342	549	1501	1076	781	1418	1192	1236	2019	1641	1322	1135	1418	834	743	176	236	141	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000942_LTR	LTR	Gypsy	393	1179	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	399	400	634	0	0	0	0	49	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000865	MITE	DTM	131	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000454	DNA	DTM	255	0	275	0	0	0	0	0	0	0	0	218	165	216	640	0	458	1287	241	889	2892	2186	2383	2053	2885	1812	2104	3004	1555	913	1928	2649	1400	1970	466	597	0	196	173	135	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000094	Unknown	Unknown	0	0	0	0	0	0	0	0	0	86	0	536	0	452	907	785	1653	904	530	1205	2301	1301	1403	1269	257	398	482	267	546	134	100	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000638	MITE	DTA	0	179	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000271	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	585	583	160	209	76	161	461	273	81	0	258	53	266	239	133	0	0	327	421	1049	280	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000869_LTR	LTR	Gypsy	426	0	0	0	0	0	0	0	0	426	0	0	0	0	427	0	472	422	386	0	0	0	0	0	428	614	0	129	232	0	406	0	406	0	0	0	93	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000277	Unknown	Unknown	0	0	0	0	0	98	0	231	151	0	126	0	188	92	92	184	0	0	134	0	94	302	0	436	323	9	313	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000010	Unknown	Unknown	190	0	231	137	3511	3421	1247	352	0	550	0	815	761	0	190	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000316	DNA	Helitron	7127	0	0	0	0	0	0	0	598	217	0	0	397	1115	1587	47	873	523	63	530	82	62	46	328	0	80	84	0	0	265	81	0	249	0	0	0	143	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000208	Unknown	Unknown	0	12004	151	405	361	721	0	0	124	0	612	1089	940	75	2212	157	111	266	0	67	0	350	166	0	0	115	108	271	801	366	0	218	248	225	166	146	121	529	0	130	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001011	DNA	DTM	1806	0	0	0	187	0	0	0	191	101	0	0	141	0	376	0	0	85	0	0	0	0	213	0	0	0	0	94	0	0	0	90	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000774	MITE	DTM	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000043	Unknown	Unknown	0	0	2042	4189	4094	394	1485	1097	0	0	0	45	0	0	54	42	240	324	0	256	317	292	181	0	779	394	620	222	972	302	886	472	266	0	57	19	13	77	0	121	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000840	DNA	DTM	923	0	921	0	0	0	0	50	0	0	0	0	0	578	0	0	0	0	0	91	0	0	69	119	178	0	64	124	429	179	555	68	170	317	93	76	390	207	92	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000821	DNA	DTM	1399	0	0	0	0	0	0	0	0	275	0	155	15	255	419	0	213	122	83	130	448	263	456	53	417	52	302	0	0	15	53	130	46	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000892	DNA	DTM	1644	0	0	0	0	0	0	613	502	279	0	0	382	650	997	0	115	112	245	0	122	1015	898	917	2094	1310	1488	1685	974	916	3787	1864	1298	1376	762	1229	1048	740	442	398	219	268	240	251	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000476	DNA	Helitron	1553	369	0	217	0	132	66	0	94	274	0	0	105	57	0	147	94	0	0	134	631	336	863	165	424	284	301	98	577	113	18	68	12	94	0	190	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000131	Unknown	Unknown	34	0	86	76	0	0	39	122	135	125	0	161	509	230	131	41	664	699	2647	1248	1325	1858	2156	1372	982	1494	473	1455	203	295	207	666	1020	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000557_LTR	LTR	Gypsy	483	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	218	306	777	623	0	0	406	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000531_INT	LTR	Gypsy	4481	0	0	0	0	0	0	4327	0	0	0	0	0	0	593	0	0	0	0	4312	0	0	0	1262	0	0	0	261	0	0	0	0	0	0	243	18	19	0	0	0	0	0	21	1634	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000385	DNA	DTM	1062	0	0	0	0	0	453	99	154	54	325	0	0	0	0	82	0	0	42	0	65	0	0	77	78	0	236	285	386	180	662	103	1033	715	533	681	1012	209	725	203	0	0	144	280	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000687_INT	LTR	unknown	6315	0	0	0	0	0	0	0	93	0	233	1361	1079	545	669	322	2238	1622	1789	108	17	262	0	35	0	0	129	228	18	2233	62	0	949	451	190	2095	326	0	52	542	266	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000806	MITE	DTM	209	0	0	0	0	0	0	0	0	0	107	0	297	0	0	0	141	261	0	147	589	948	220	1455	622	623	622	645	895	1325	621	221	373	142	0	143	94	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000586_INT	LTR	Gypsy	4607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236	1231	0	4569	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000811	DNA	DTM	956	0	0	0	0	0	0	89	0	0	125	89	0	0	142	0	62	73	0	0	205	1440	1164	711	1654	1998	1464	343	115	996	68	1122	127	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000604	DNA	DTM	1699	0	0	0	0	0	0	0	159	0	0	56	874	543	0	301	400	320	557	239	667	1096	1896	3566	3847	1879	1773	2186	1484	619	831	1184	1284	196	282	847	141	386	28	26	115	0	0	60	0	50	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000051	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	78	0	0	428	497	933	1011	1309	1367	3871	1781	1422	1362	1197	532	826	665	451	93	0	263	546	703	283	170	573	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000589	MITE	DTM	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000048	Unknown	Unknown	0	0	0	0	0	0	0	0	0	205	205	552	143	205	596	609	200	962	959	1510	1801	1162	3576	1790	2410	1325	1402	2180	346	771	596	596	0	0	198	0	0	204	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000807_INT	LTR	Gypsy	4590	0	0	0	0	0	0	0	0	0	0	267	0	1329	3428	2134	614	0	0	655	0	0	40	0	0	0	0	253	0	0	0	103	0	0	0	601	645	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000680_INT	LTR	Gypsy	428	0	0	0	243	0	0	0	0	0	0	194	0	194	381	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
